cargo,id_parlamentar,partido,uf,nome,situacao,sigla,casa,foto
TITULAR,204565,PSL,BA,Professora Dayane Pimentel,Titular,CMULHER,camara,https://www.camara.leg.br/internet/deputado/bandep/204565.jpg
SUPLENTE,178989,PODE,SP,Renata Abreu,Suplente,CMULHER,camara,https://www.camara.leg.br/internet/deputado/bandep/178989.jpg
TITULAR,204525,PSB,SP,Rosana Valle,Titular,CMULHER,camara,https://www.camara.leg.br/internet/deputado/bandep/204525.jpg
TITULAR,204357,PSDB,MS,Rose Modesto,Titular,CMULHER,camara,https://www.camara.leg.br/internet/deputado/bandep/204357.jpg
TITULAR,204535,PSOL,SP,Sâmia Bomfim,Titular,CMULHER,camara,https://www.camara.leg.br/internet/deputado/bandep/204535.jpg
SUPLENTE,204360,PDT,RO,Silvia Cristina,Suplente,CMULHER,camara,https://www.camara.leg.br/internet/deputado/bandep/204360.jpg
TITULAR,204534,PDT,SP,Tabata Amaral ,Titular,CMULHER,camara,https://www.camara.leg.br/internet/deputado/bandep/204534.jpg
SUPLENTE,204466,PSDB,AL,Tereza Nelma,Suplente,CMULHER,camara,https://www.camara.leg.br/internet/deputado/bandep/204466.jpg
TITULAR,74283,PT,SP,Vicentinho,Titular,CMULHER,camara,https://www.camara.leg.br/internet/deputado/bandep/74283.jpg
SUPLENTE,204483,PSB,MG,Vilson da Fetaemg,Suplente,CMULHER,camara,https://www.camara.leg.br/internet/deputado/bandep/204483.jpg
TITULAR,204503,PT,SP,Alexandre Padilha,Titular,CPD,camara,https://www.camara.leg.br/internet/deputado/bandep/204503.jpg
SUPLENTE,178833,PSD,RJ,Alexandre Serfiotis,Suplente,CPD,camara,https://www.camara.leg.br/internet/deputado/bandep/178833.jpg
TITULAR,204400,PSL,PR,Aline Sleutjes,Titular,CPD,camara,https://www.camara.leg.br/internet/deputado/bandep/204400.jpg
SUPLENTE,204507,PSL,SP,Carla Zambelli,Suplente,CPD,camara,https://www.camara.leg.br/internet/deputado/bandep/204507.jpg
SUPLENTE,178962,PRB,RS,Carlos Gomes,Suplente,CPD,camara,https://www.camara.leg.br/internet/deputado/bandep/178962.jpg
SUPLENTE,164360,CIDADANIA,SC,Carmen Zanotto,Suplente,CPD,camara,https://www.camara.leg.br/internet/deputado/bandep/164360.jpg
SUPLENTE,204451,PSL,RJ,Delegado Antônio Furtado,Suplente,CPD,camara,https://www.camara.leg.br/internet/deputado/bandep/204451.jpg
TERCEIRO VICE-PRESIDENTE,178929,PODE,PR,Diego Garcia,Titular,CPD,camara,https://www.camara.leg.br/internet/deputado/bandep/178929.jpg
TITULAR,204450,PP,RJ,Dr. Luiz Antonio Teixeira Jr.,Titular,CPD,camara,https://www.camara.leg.br/internet/deputado/bandep/204450.jpg
SUPLENTE,204412,DEM,GO,Dr. Zacharias Calil,Suplente,CPD,camara,https://www.camara.leg.br/internet/deputado/bandep/204412.jpg
TITULAR,81297,PSL,ES,Dra. Soraya Manato,Titular,CPD,camara,https://www.camara.leg.br/internet/deputado/bandep/81297.jpg
TITULAR,74655,PSDB,MG,Eduardo Barbosa,Titular,CPD,camara,https://www.camara.leg.br/internet/deputado/bandep/74655.jpg
SUPLENTE,160575,PT,DF,Erika Kokay,Suplente,CPD,camara,https://www.camara.leg.br/internet/deputado/bandep/160575.jpg
SUPLENTE,160587,PSD,MS,Fábio Trad,Suplente,CPD,camara,https://www.camara.leg.br/internet/deputado/bandep/160587.jpg
TITULAR,204447,PSD,RJ,Flordelis,Titular,CPD,camara,https://www.camara.leg.br/internet/deputado/bandep/204447.jpg
TITULAR,204494,PATRIOTA,MG,Fred Costa,Titular,CPD,camara,https://www.camara.leg.br/internet/deputado/bandep/204494.jpg
TITULAR,178966,PSDB,SC,Geovania de Sá,Titular,CPD,camara,https://www.camara.leg.br/internet/deputado/bandep/178966.jpg
PRESIDENTE,74270,PSC,SP,Gilberto Nascimento,Titular,CPD,camara,https://www.camara.leg.br/internet/deputado/bandep/74270.jpg
PRIMEIRO VICE-PRESIDENTE,204419,PSC,GO,Glaustin Fokus,Titular,CPD,camara,https://www.camara.leg.br/internet/deputado/bandep/204419.jpg
SUPLENTE,204429,PSB,PE,João H. Campos,Suplente,CPD,camara,https://www.camara.leg.br/internet/deputado/bandep/204429.jpg
SUPLENTE,146788,PP,MG,Marcelo Aro,Suplente,CPD,camara,https://www.camara.leg.br/internet/deputado/bandep/146788.jpg
SUPLENTE,204433,CIDADANIA,RJ,Marcelo Calero,Suplente,CPD,camara,https://www.camara.leg.br/internet/deputado/bandep/204433.jpg
SEGUNDO VICE-PRESIDENTE,204540,PRB,SP,Maria Rosas ,Titular,CPD,camara,https://www.camara.leg.br/internet/deputado/bandep/204540.jpg
TITULAR,204432,SOLIDARI,PI,Marina Santos ,Titular,CPD,camara,https://www.camara.leg.br/internet/deputado/bandep/204432.jpg
TITULAR,75431,PTB,RS,Maurício Dziedricki,Titular,CPD,camara,https://www.camara.leg.br/internet/deputado/bandep/75431.jpg
TITULAR,160558,PL,SP,Paulo Freire Costa,Titular,CPD,camara,https://www.camara.leg.br/internet/deputado/bandep/160558.jpg
SUPLENTE,90201,PTB,CE,Pedro Augusto Bezerra,Suplente,CPD,camara,https://www.camara.leg.br/internet/deputado/bandep/90201.jpg
TITULAR,178925,PT,PI,Rejane Dias,Titular,CPD,camara,https://www.camara.leg.br/internet/deputado/bandep/178925.jpg
TITULAR,204362,PSD,SC,Ricardo Guidi,Titular,CPD,camara,https://www.camara.leg.br/internet/deputado/bandep/204362.jpg
SUPLENTE,74371,PT,GO,Rubens Otoni,Suplente,CPD,camara,https://www.camara.leg.br/internet/deputado/bandep/74371.jpg
SUPLENTE,177282,PDT,MG,Subtenente Gonzaga,Suplente,CPD,camara,https://www.camara.leg.br/internet/deputado/bandep/177282.jpg
TITULAR,206231,PSB,ES,Ted Conti,Titular,CPD,camara,https://www.camara.leg.br/internet/deputado/bandep/206231.jpg
SUPLENTE,204466,PSDB,AL,Tereza Nelma,Suplente,CPD,camara,https://www.camara.leg.br/internet/deputado/bandep/204466.jpg
SUPLENTE,204478,MDB,RJ,Vinicius Farah,Suplente,CPD,camara,https://www.camara.leg.br/internet/deputado/bandep/204478.jpg
TITULAR,74646,PSDB,MG,Aécio Neves,Titular,CREDN,camara,https://www.camara.leg.br/internet/deputado/bandep/74646.jpg
TITULAR,178836,DEM,AC,Alan Rick,Titular,CREDN,camara,https://www.camara.leg.br/internet/deputado/bandep/178836.jpg
SUPLENTE,204503,PT,SP,Alexandre Padilha,Suplente,CREDN,camara,https://www.camara.leg.br/internet/deputado/bandep/204503.jpg
TITULAR,178881,PODE,MA,Aluisio Mendes,Titular,CREDN,camara,https://www.camara.leg.br/internet/deputado/bandep/178881.jpg
TITULAR,204423,PSC,PE,André Ferreira,Titular,CREDN,camara,https://www.camara.leg.br/internet/deputado/bandep/204423.jpg
TITULAR,73433,PT,SP,Arlindo Chinaglia,Titular,CREDN,camara,https://www.camara.leg.br/internet/deputado/bandep/73433.jpg
TITULAR,204414,PRB,PR,Aroldo Martins,Titular,CREDN,camara,https://www.camara.leg.br/internet/deputado/bandep/204414.jpg
SUPLENTE,160600,DEM,BA,Arthur Oliveira Maia,Suplente,CREDN,camara,https://www.camara.leg.br/internet/deputado/bandep/160600.jpg
SUPLENTE,74090,PP,AM,Átila Lins,Suplente,CREDN,camara,https://www.camara.leg.br/internet/deputado/bandep/74090.jpg
TITULAR,160665,SOLIDARI,PE,Augusto Coutinho,Titular,CREDN,camara,https://www.camara.leg.br/internet/deputado/bandep/160665.jpg
SUPLENTE,73701,PT,RJ,Benedita da Silva,Suplente,CREDN,camara,https://www.camara.leg.br/internet/deputado/bandep/73701.jpg
TITULAR,160589,PSDB,SP,Bruna Furlan,Titular,CREDN,camara,https://www.camara.leg.br/internet/deputado/bandep/160589.jpg
SUPLENTE,204352,PSB,AP,Camilo Capiberibe,Suplente,CREDN,camara,https://www.camara.leg.br/internet/deputado/bandep/204352.jpg
TITULAR,141398,PT,SP,Carlos Zarattini,Titular,CREDN,camara,https://www.camara.leg.br/internet/deputado/bandep/141398.jpg
TITULAR,73441,PRB,SP,Celso Russomanno,Titular,CREDN,camara,https://www.camara.leg.br/internet/deputado/bandep/73441.jpg
SUPLENTE,204504,PSD,SP,Cezinha de Madureira ,Suplente,CREDN,camara,https://www.camara.leg.br/internet/deputado/bandep/204504.jpg
TITULAR,74537,PP,BA,Claudio Cajado,Titular,CREDN,camara,https://www.camara.leg.br/internet/deputado/bandep/74537.jpg
SUPLENTE,204376,PSL,SC,Coronel Armando,Suplente,CREDN,camara,https://www.camara.leg.br/internet/deputado/bandep/204376.jpg
SUPLENTE,204378,PSL,RO,Coronel Chrisóstomo,Suplente,CREDN,camara,https://www.camara.leg.br/internet/deputado/bandep/204378.jpg
TITULAR,205548,PSOL,RJ,David Miranda,Titular,CREDN,camara,https://www.camara.leg.br/internet/deputado/bandep/205548.jpg
SUPLENTE,204511,DEM,SP,David Soares,Suplente,CREDN,camara,https://www.camara.leg.br/internet/deputado/bandep/204511.jpg
SUPLENTE,204450,PP,RJ,Dr. Luiz Antonio Teixeira Jr.,Suplente,CREDN,camara,https://www.camara.leg.br/internet/deputado/bandep/204450.jpg
SUPLENTE,141417,PL,RR,Edio Lopes,Suplente,CREDN,camara,https://www.camara.leg.br/internet/deputado/bandep/141417.jpg
TITULAR,74655,PSDB,MG,Eduardo Barbosa,Titular,CREDN,camara,https://www.camara.leg.br/internet/deputado/bandep/74655.jpg
PRESIDENTE,92346,PSL,SP,Eduardo Bolsonaro,Titular,CREDN,camara,https://www.camara.leg.br/internet/deputado/bandep/92346.jpg
SUPLENTE,178977,PSDB,SP,Eduardo Cury,Suplente,CREDN,camara,https://www.camara.leg.br/internet/deputado/bandep/178977.jpg
TITULAR,141421,PP,PE,Eduardo da Fonte,Titular,CREDN,camara,https://www.camara.leg.br/internet/deputado/bandep/141421.jpg
SUPLENTE,204482,PSC,MG,Euclydes Pettersen,Suplente,CREDN,camara,https://www.camara.leg.br/internet/deputado/bandep/204482.jpg
SUPLENTE,68720,PDT,SE,Fábio Henrique,Suplente,CREDN,camara,https://www.camara.leg.br/internet/deputado/bandep/68720.jpg
TITULAR,141427,MDB,MG,Fábio Ramalho,Titular,CREDN,camara,https://www.camara.leg.br/internet/deputado/bandep/141427.jpg
SUPLENTE,141431,DEM,PE,Fernando Coelho Filho,Suplente,CREDN,camara,https://www.camara.leg.br/internet/deputado/bandep/141431.jpg
SUPLENTE,191923,PDT,PI,Flavio Nogueira,Suplente,CREDN,camara,https://www.camara.leg.br/internet/deputado/bandep/191923.jpg
SUPLENTE,204473,PSL,RN,General Girão,Suplente,CREDN,camara,https://www.camara.leg.br/internet/deputado/bandep/204473.jpg
SUPLENTE,204484,PSL,SP,General Peternelli,Suplente,CREDN,camara,https://www.camara.leg.br/internet/deputado/bandep/204484.jpg
TITULAR,74383,PL,PR,Giacobo,Titular,CREDN,camara,https://www.camara.leg.br/internet/deputado/bandep/74383.jpg
SUPLENTE,178996,MDB,RS,Giovani Feltes,Suplente,CREDN,camara,https://www.camara.leg.br/internet/deputado/bandep/178996.jpg
SUPLENTE,152605,PSOL,RJ,Glauber Braga,Suplente,CREDN,camara,https://www.camara.leg.br/internet/deputado/bandep/152605.jpg
TITULAR,160667,PP,SP,Guilherme Mussi,Titular,CREDN,camara,https://www.camara.leg.br/internet/deputado/bandep/160667.jpg
TITULAR,204465,PSD,RR,Haroldo Cathedral,Titular,CREDN,camara,https://www.camara.leg.br/internet/deputado/bandep/204465.jpg
TITULAR,204548,PSL,CE,Heitor Freire,Titular,CREDN,camara,https://www.camara.leg.br/internet/deputado/bandep/204548.jpg
TITULAR,204444,PSL,RJ,Helio Lopes,Titular,CREDN,camara,https://www.camara.leg.br/internet/deputado/bandep/204444.jpg
TITULAR,73482,PT,RS,Henrique Fontana,Titular,CREDN,camara,https://www.camara.leg.br/internet/deputado/bandep/73482.jpg
TITULAR,178884,MDB,MA,Hildo Rocha,Titular,CREDN,camara,https://www.camara.leg.br/internet/deputado/bandep/178884.jpg
SUPLENTE,141450,PSD,RJ,Hugo Leal,Suplente,CREDN,camara,https://www.camara.leg.br/internet/deputado/bandep/141450.jpg
TITULAR,74273,PSB,SP,Jefferson Campos,Titular,CREDN,camara,https://www.camara.leg.br/internet/deputado/bandep/74273.jpg
TERCEIRO VICE-PRESIDENTE,74554,PL,BA,José Rocha,Titular,CREDN,camara,https://www.camara.leg.br/internet/deputado/bandep/74554.jpg
TITULAR,204359,PODE,RO,Léo Moraes,Titular,CREDN,camara,https://www.camara.leg.br/internet/deputado/bandep/204359.jpg
TITULAR,92102,DEM,BA,Leur Lomanto Júnior,Titular,CREDN,camara,https://www.camara.leg.br/internet/deputado/bandep/92102.jpg
SUPLENTE,204382,PSL,MS,Loester Trutis,Suplente,CREDN,camara,https://www.camara.leg.br/internet/deputado/bandep/204382.jpg
SUPLENTE,178931,PSB,PR,Luciano Ducci,Suplente,CREDN,camara,https://www.camara.leg.br/internet/deputado/bandep/178931.jpg
PRIMEIRO VICE-PRESIDENTE,204526,PSL,SP,Luiz Philippe de Orleans e Bragança,Titular,CREDN,camara,https://www.camara.leg.br/internet/deputado/bandep/204526.jpg
SEGUNDO VICE-PRESIDENTE,156190,NOVO,RS,Marcel Van Hattem,Titular,CREDN,camara,https://www.camara.leg.br/internet/deputado/bandep/156190.jpg
TITULAR,150418,PRB,BA,Márcio Marinho,Titular,CREDN,camara,https://www.camara.leg.br/internet/deputado/bandep/150418.jpg
TITULAR,74352,PSDB,PA,Nilson Pinto,Titular,CREDN,camara,https://www.camara.leg.br/internet/deputado/bandep/74352.jpg
TITULAR,74159,PT,MG,Odair Cunha,Titular,CREDN,camara,https://www.camara.leg.br/internet/deputado/bandep/74159.jpg
TITULAR,160642,PATRIOTA,PE,Pastor Eurico,Titular,CREDN,camara,https://www.camara.leg.br/internet/deputado/bandep/160642.jpg
TITULAR,171617,PT,AL,Paulão,Titular,CREDN,camara,https://www.camara.leg.br/internet/deputado/bandep/171617.jpg
SUPLENTE,141516,PSDB,MG,Paulo Abi-Ackel,Suplente,CREDN,camara,https://www.camara.leg.br/internet/deputado/bandep/141516.jpg
TITULAR,133968,PDT,RJ,Paulo Ramos,Titular,CREDN,camara,https://www.camara.leg.br/internet/deputado/bandep/133968.jpg
SUPLENTE,90201,PTB,CE,Pedro Augusto Bezerra,Suplente,CREDN,camara,https://www.camara.leg.br/internet/deputado/bandep/90201.jpg
TITULAR,122974,PTB,MA,Pedro Lucas Fernandes ,Titular,CREDN,camara,https://www.camara.leg.br/internet/deputado/bandep/122974.jpg
TITULAR,73943,PCdoB,AC,Perpétua Almeida,Titular,CREDN,camara,https://www.camara.leg.br/internet/deputado/bandep/73943.jpg
SUPLENTE,160601,PODE,SP,Pr. Marco Feliciano,Suplente,CREDN,camara,https://www.camara.leg.br/internet/deputado/bandep/160601.jpg
SUPLENTE,160641,PCdoB,AP,Professora Marcivania,Suplente,CREDN,camara,https://www.camara.leg.br/internet/deputado/bandep/160641.jpg
SUPLENTE,141523,MDB,PE,Raul Henry,Suplente,CREDN,camara,https://www.camara.leg.br/internet/deputado/bandep/141523.jpg
SUPLENTE,160655,PP,SP,Ricardo Izar,Suplente,CREDN,camara,https://www.camara.leg.br/internet/deputado/bandep/160655.jpg
SUPLENTE,178920,PODE,PE,Ricardo Teobaldo,Suplente,CREDN,camara,https://www.camara.leg.br/internet/deputado/bandep/178920.jpg
SUPLENTE,178945,PRB,RJ,Rosangela Gomes,Suplente,CREDN,camara,https://www.camara.leg.br/internet/deputado/bandep/178945.jpg
SUPLENTE,73466,CIDADANIA,PR,Rubens Bueno,Suplente,CREDN,camara,https://www.camara.leg.br/internet/deputado/bandep/73466.jpg
SUPLENTE,178961,PSDB,RR,Shéridan,Suplente,CREDN,camara,https://www.camara.leg.br/internet/deputado/bandep/178961.jpg
TITULAR,178922,PSB,PE,Tadeu Alencar,Titular,CREDN,camara,https://www.camara.leg.br/internet/deputado/bandep/178922.jpg
SUPLENTE,160610,PT,BA,Valmir Assunção,Suplente,CREDN,camara,https://www.camara.leg.br/internet/deputado/bandep/160610.jpg
SUPLENTE,141553,PSDB,SP,Vanderlei Macris,Suplente,CREDN,camara,https://www.camara.leg.br/internet/deputado/bandep/141553.jpg
SUPLENTE,141555,PRB,SP,Vinicius Carvalho,Suplente,CREDN,camara,https://www.camara.leg.br/internet/deputado/bandep/141555.jpg
SUPLENTE,178889,PT,MA,Zé Carlos,Suplente,CREDN,camara,https://www.camara.leg.br/internet/deputado/bandep/178889.jpg
SUPLENTE,160592,PT,PR,Zeca Dirceu,Suplente,CREDN,camara,https://www.camara.leg.br/internet/deputado/bandep/160592.jpg
SUPLENTE,204560,PSDB,BA,Adolfo Viana,Suplente,CSPCCO,camara,https://www.camara.leg.br/internet/deputado/bandep/204560.jpg
SUPLENTE,204495,PT,PA,Airton Faleiro,Suplente,CSPCCO,camara,https://www.camara.leg.br/internet/deputado/bandep/204495.jpg
TITULAR,160545,DEM,SP,Alexandre Leite,Titular,CSPCCO,camara,https://www.camara.leg.br/internet/deputado/bandep/160545.jpg
TITULAR,178881,PODE,MA,Aluisio Mendes,Titular,CSPCCO,camara,https://www.camara.leg.br/internet/deputado/bandep/178881.jpg
SUPLENTE,204509,PSOL,MG,Áurea Carolina,Suplente,CSPCCO,camara,https://www.camara.leg.br/internet/deputado/bandep/204509.jpg
TITULAR,204520,PSL,MG,Cabo Junio Amaral,Titular,CSPCCO,camara,https://www.camara.leg.br/internet/deputado/bandep/204520.jpg
TITULAR,204572,PRB,AM,Capitão Alberto Neto,Titular,CSPCCO,camara,https://www.camara.leg.br/internet/deputado/bandep/204572.jpg
PRESIDENTE,178829,PL,SP,Capitão Augusto,Titular,CSPCCO,camara,https://www.camara.leg.br/internet/deputado/bandep/178829.jpg
TITULAR,204487,PROS,CE,Capitão Wagner,Titular,CSPCCO,camara,https://www.camara.leg.br/internet/deputado/bandep/204487.jpg
SUPLENTE,178876,PSDB,GO,Célio Silveira,Suplente,CSPCCO,camara,https://www.camara.leg.br/internet/deputado/bandep/178876.jpg
SUPLENTE,204514,PSL,SP,Coronel Tadeu,Suplente,CSPCCO,camara,https://www.camara.leg.br/internet/deputado/bandep/204514.jpg
TITULAR,204355,CIDADANIA,ES,Da Vitoria,Titular,CSPCCO,camara,https://www.camara.leg.br/internet/deputado/bandep/204355.jpg
TITULAR,204454,PSL,RJ,Daniel Silveira,Titular,CSPCCO,camara,https://www.camara.leg.br/internet/deputado/bandep/204454.jpg
TITULAR,204451,PSL,RJ,Delegado Antônio Furtado,Titular,CSPCCO,camara,https://www.camara.leg.br/internet/deputado/bandep/204451.jpg
TITULAR,178908,PSD,PA,Delegado Éder Mauro,Titular,CSPCCO,camara,https://www.camara.leg.br/internet/deputado/bandep/178908.jpg
SUPLENTE,204512,PSL,MG,Delegado Marcelo Freitas,Suplente,CSPCCO,camara,https://www.camara.leg.br/internet/deputado/bandep/204512.jpg
TITULAR,204569,PSL,AM,Delegado Pablo,Titular,CSPCCO,camara,https://www.camara.leg.br/internet/deputado/bandep/204569.jpg
SUPLENTE,204518,PATRIOTA,MG,Dr. Frederico,Suplente,CSPCCO,camara,https://www.camara.leg.br/internet/deputado/bandep/204518.jpg
SUPLENTE,204481,PL,CE,Dr. Jaziel,Suplente,CSPCCO,camara,https://www.camara.leg.br/internet/deputado/bandep/204481.jpg
TITULAR,204439,SOLIDARI,MT,Dr. Leonardo,Titular,CSPCCO,camara,https://www.camara.leg.br/internet/deputado/bandep/204439.jpg
SUPLENTE,204421,PSDB,PB,Edna Henrique,Suplente,CSPCCO,camara,https://www.camara.leg.br/internet/deputado/bandep/204421.jpg
TITULAR,141421,PP,PE,Eduardo da Fonte,Titular,CSPCCO,camara,https://www.camara.leg.br/internet/deputado/bandep/141421.jpg
TITULAR,68720,PDT,SE,Fábio Henrique,Titular,CSPCCO,camara,https://www.camara.leg.br/internet/deputado/bandep/68720.jpg
SUPLENTE,160587,PSD,MS,Fábio Trad,Suplente,CSPCCO,camara,https://www.camara.leg.br/internet/deputado/bandep/160587.jpg
PRIMEIRO VICE-PRESIDENTE,204427,PL,PE,Fernando Rodolfo,Titular,CSPCCO,camara,https://www.camara.leg.br/internet/deputado/bandep/204427.jpg
TITULAR,204473,PSL,RN,General Girão,Titular,CSPCCO,camara,https://www.camara.leg.br/internet/deputado/bandep/204473.jpg
TITULAR,74419,PSB,PE,Gonzaga Patriota,Titular,CSPCCO,camara,https://www.camara.leg.br/internet/deputado/bandep/74419.jpg
SEGUNDO VICE-PRESIDENTE,204531,PP,SP,Guilherme Derrite,Titular,CSPCCO,camara,https://www.camara.leg.br/internet/deputado/bandep/204531.jpg
TITULAR,160667,PP,SP,Guilherme Mussi,Titular,CSPCCO,camara,https://www.camara.leg.br/internet/deputado/bandep/160667.jpg
SUPLENTE,204442,PSL,RJ,Gurgel,Suplente,CSPCCO,camara,https://www.camara.leg.br/internet/deputado/bandep/204442.jpg
SUPLENTE,204456,MDB,RJ,Gutemberg Reis,Suplente,CSPCCO,camara,https://www.camara.leg.br/internet/deputado/bandep/204456.jpg
TITULAR,204373,PRB,SC,Hélio Costa,Titular,CSPCCO,camara,https://www.camara.leg.br/internet/deputado/bandep/204373.jpg
SUPLENTE,141450,PSD,RJ,Hugo Leal,Suplente,CSPCCO,camara,https://www.camara.leg.br/internet/deputado/bandep/141450.jpg
SUPLENTE,204508,PODE,MG,Igor Timo,Suplente,CSPCCO,camara,https://www.camara.leg.br/internet/deputado/bandep/204508.jpg
SUPLENTE,74366,PRB,GO,João Campos,Suplente,CSPCCO,camara,https://www.camara.leg.br/internet/deputado/bandep/74366.jpg
TITULAR,204420,PSL,PB,Julian Lemos ,Titular,CSPCCO,camara,https://www.camara.leg.br/internet/deputado/bandep/204420.jpg
TITULAR,74585,PL,MG,Lincoln Portela,Titular,CSPCCO,camara,https://www.camara.leg.br/internet/deputado/bandep/74585.jpg
SUPLENTE,204381,DEM,DF,Luis Miranda,Suplente,CSPCCO,camara,https://www.camara.leg.br/internet/deputado/bandep/204381.jpg
SUPLENTE,204543,PSB,SP,Luiz Flávio Gomes,Suplente,CSPCCO,camara,https://www.camara.leg.br/internet/deputado/bandep/204543.jpg
TITULAR,166402,PL,GO,Magda Mofatto,Titular,CSPCCO,camara,https://www.camara.leg.br/internet/deputado/bandep/166402.jpg
TITULAR,204458,PSL,RJ,Major Fabiana,Titular,CSPCCO,camara,https://www.camara.leg.br/internet/deputado/bandep/204458.jpg
TITULAR,204471,PSDB,AC,Mara Rocha,Titular,CSPCCO,camara,https://www.camara.leg.br/internet/deputado/bandep/204471.jpg
TITULAR,76874,PSOL,RJ,Marcelo Freixo,Titular,CSPCCO,camara,https://www.camara.leg.br/internet/deputado/bandep/76874.jpg
SUPLENTE,133810,PTB,RS,Marcelo Moraes,Suplente,CSPCCO,camara,https://www.camara.leg.br/internet/deputado/bandep/133810.jpg
TITULAR,204431,MDB,PI,Marcos Aurélio Sampaio,Titular,CSPCCO,camara,https://www.camara.leg.br/internet/deputado/bandep/204431.jpg
SUPLENTE,204430,PP,PI,Margarete Coelho,Suplente,CSPCCO,camara,https://www.camara.leg.br/internet/deputado/bandep/204430.jpg
TITULAR,74571,PT,BA,Nelson Pellegrino,Titular,CSPCCO,camara,https://www.camara.leg.br/internet/deputado/bandep/74571.jpg
SUPLENTE,204479,PSL,RR,Nicoletti,Suplente,CSPCCO,camara,https://www.camara.leg.br/internet/deputado/bandep/204479.jpg
